REF DU MUSEE;NOM DU MUSEE;ANNEE;REGION;VILLE;DATE APPELLATION;PAYANT;GRATUIT;TOTAL;NOTE;ID MUSEOFILE;DEPARTEMENT;OBSERVATIONS
8207501;Musée Théodore Calbet;2009;MIDI-PYRENEES;GRISOLLES;01/02/2003;0;2257;2257;;;TARN-ET-GARONNE;
5905301;Forum Antique de Bavay, Musée Archéologique du Département du Nord;2009;NORD-PAS-DE-CALAIS;BAVAY;01/02/2003;9365;23459;32824;;;NORD;
5906701;Musée du Mont-de-Piété;2009;NORD-PAS-DE-CALAIS;BERGUES;01/02/2003;1409;925;2334;;;NORD;
5918304;Lieu d'Art et Action Contemporaine de Dunkerque - LAAC;2009;NORD-PAS-DE-CALAIS;DUNKERQUE;01/02/2003;23253;0;23253;;;NORD;
5920501;Musée Municipal d'Escaudain;2009;NORD-PAS-DE-CALAIS;ESCAUDAIN;01/02/2003;0;614;614;;;NORD;
5934501;Musée de la Mine, Centre Historique Minier;2009;NORD-PAS-DE-CALAIS;LEWARDE;01/02/2003;137845;13915;151760;;;NORD;
5951201;Musée des Beaux-Arts;2009;NORD-PAS-DE-CALAIS;ROUBAIX;01/02/2003;98583;109036;207619;;;NORD;
5900901;Musée d'Art Moderne de Lille Métropole;2009;NORD-PAS-DE-CALAIS;VILLENEUVE-D'ASCQ;01/02/2003;29961;9254;39215;;;NORD;
6216004;Muséum d'Histoire Naturelle;2009;NORD-PAS-DE-CALAIS;BOULOGNE-SUR-MER;01/02/2003;;;;F;;PAS-DE-CALAIS;
6219301;Musée des Beaux-Arts et de la Dentelle;2009;NORD-PAS-DE-CALAIS;CALAIS;01/02/2003;1911;12462;14373;;;PAS-DE-CALAIS;
6226801;Musée de la Céramique;2009;NORD-PAS-DE-CALAIS;DESVRES;01/02/2003;8248;535;8783;;;PAS-DE-CALAIS;
6241301;Musée d'Histoire et d'Archéologie;2009;NORD-PAS-DE-CALAIS;HARNES;01/02/2003;0;1002;1002;;;PAS-DE-CALAIS;
6276501;Musée de l'Hôtel Sandelin;2009;NORD-PAS-DE-CALAIS;SAINT-OMER;01/02/2003;3919;8069;11988;;;PAS-DE-CALAIS;
1405501;Musée Langlois;2009;BASSE-NORMANDIE;BEAUMONT-EN-AUGE;01/02/2003;785;0;785;;;CALVADOS;
1433302;Musée Eugène Boudin;2009;BASSE-NORMANDIE;HONFLEUR;01/02/2003;30489;0;30489;;;CALVADOS;
1437001;Musée de la Mine;2009;BASSE-NORMANDIE;LE MOLAY-LITTRY;01/02/2003;4710;795;5505;;;CALVADOS;
1436601;Musée d'Art et d'Histoire de Lisieux;2009;BASSE-NORMANDIE;LISIEUX;01/02/2003;511;1478;1989;;;CALVADOS;
1451201;Musée du Château;2009;BASSE-NORMANDIE;PONTECOULANT;01/02/2003;3750;1519;5269;;;CALVADOS;
1471501;Musée de Trouville - Villa Montebello;2009;BASSE-NORMANDIE;TROUVILLE-SUR-MER;01/02/2003;3467;10429;13896;;;CALVADOS;
1474701;Musée et Sites archéologiques de Vieux-la-Romaine;2009;BASSE-NORMANDIE;VIEUX;01/02/2003;3851;14539;18390;;;CALVADOS;
1476201;Musée Municipal;2009;BASSE-NORMANDIE;VIRE NORMANDIE;01/02/2003;1294;3665;4959;;;CALVADOS;
5002901;Musée de la Pomme et de la Poire;2009;BASSE-NORMANDIE;BARENTON;01/02/2003;633;3360;3993;;;MANCHE;
5008201;Musée du Vieux Château;2009;BASSE-NORMANDIE;BRICQUEBEC-EN-COTENTIN;01/02/2003;530;0;530;;;MANCHE;
5012902;Musée Thomas Henry;2009;BASSE-NORMANDIE;CHERBOURG-EN-COTENTIN;01/02/2003;0;30554;30554;;;MANCHE;
5021803;Musée Christian Dior;2009;BASSE-NORMANDIE;GRANVILLE;01/02/2003;23609;4529;28138;;;MANCHE;
5055101;Musée Barbey d'Aurevilly;2009;BASSE-NORMANDIE;SAINT-SAUVEUR-LE-VICOMTE;01/02/2003;1129;223;1352;;;MANCHE;
6116901;Musée du Château de Flers;2009;BASSE-NORMANDIE;FLERS;11/11/2002;2032;3262;5294;;;ORNE;
2737501;Musée Municipal;2009;HAUTE-NORMANDIE;LOUVIERS;01/02/2003;262;5824;6086;;;EURE;
7616401;Museoseine;2009;HAUTE-NORMANDIE;CAUDEBEC-EN-CAUX;01/02/2003;2836;1310;4146;;;SEINE-MARITIME;
7623101;Musée d'Elbeuf;2009;HAUTE-NORMANDIE;ELBEUF;01/02/2003;;;;F;;SEINE-MARITIME;
7638401;Juliobona, Musée Gallo-Romain de Lillebonne;2009;HAUTE-NORMANDIE;LILLEBONNE;01/02/2003;391;1626;2017;;;SEINE-MARITIME;
7654004;Musée des Antiquités de la Seine-Maritime;2009;HAUTE-NORMANDIE;ROUEN;01/02/2003;2191;23819;26010;;;SEINE-MARITIME;
7654009;Musée-Maison Natale Pierre Corneille;2009;HAUTE-NORMANDIE;ROUEN;01/02/2003;0;2216;2216;;;SEINE-MARITIME;
7654006;Musée Le Secq des Tournelles;2009;HAUTE-NORMANDIE;ROUEN;01/02/2003;4790;7508;12298;;;SEINE-MARITIME;
7654003;Musée Flaubert et d'Histoire de la Médecine;2009;HAUTE-NORMANDIE;ROUEN;01/02/2003;2755;3429;6184;;;SEINE-MARITIME;
4403601;Musée Municipal;2009;PAYS DE LA LOIRE;CHATEAUBRIANT;01/02/2003;;;;F;;LOIRE-ATLANTIQUE;
4900704;Galerie David d'Angers;2009;PAYS DE LA LOIRE;ANGERS;06/01/2002;7228;14260;21488;;;MAINE-ET-LOIRE;
4932802;Château-Musée;2009;PAYS DE LA LOIRE;SAUMUR;01/02/2003;49350;9884;59234;;;MAINE-ET-LOIRE;
5313001;Musée du Vieux Château;2009;PAYS DE LA LOIRE;LAVAL;01/02/2003;10082;14889;24971;;;MAYENNE;
7218102;Musée de la Reine Bérengère;2009;PAYS DE LA LOIRE;LE MANS;06/01/2002;2542;4543;7085;;;SARTHE;
8519101;Musée Municipal;2009;PAYS DE LA LOIRE;LA ROCHE-SUR-YON;01/02/2003;0;10469;10469;;;VENDEE;
8519401;Musée de l'Abbaye de Sainte-Croix;2009;PAYS DE LA LOIRE;LES SABLES D'OLONNE;01/02/2003;6466;12648;19114;;;VENDEE;
8514601;Musée du Nord de la Vendée;2009;PAYS DE LA LOIRE;MONTAIGU;01/02/2003;0;619;619;;;VENDEE;
8516302;Musée du Château;2009;PAYS DE LA LOIRE;NOIRMOUTIER-EN-L'ILE;01/02/2003;36996;5109;42105;;;VENDEE;
0238101;Musée - Centre de Documentation Alfred Desmasures;2009;PICARDIE;HIRSON;01/02/2003;0;951;951;;;AISNE;
0240802;Musée d'Art et d'Archéologie;2009;PICARDIE;LAON;01/02/2003;1240;4215;5455;;;AISNE;
0281001;Musée Alexandre Dumas;2009;PICARDIE;VILLERS COTTERETS;01/02/2003;1229;610;1839;;;AISNE;
6015901;Musée du Château de Compiègne;2009;PICARDIE;COMPIEGNE;06/01/2002;46338;55217;101555;;;OISE;"6015903 ; 6015901"
6047103;Musée Jean Calvin;2009;PICARDIE;NOYON;01/02/2003;4741;4717;9458;;;OISE;
8071601;Musée Départemental de l'Abbaye de Saint-Riquier;2009;PICARDIE;ABBEVILLE;01/02/2003;0;28309;28309;;;SOMME;
8002103;Muséum d'histoire naturelle;2009;PICARDIE;AMIENS;01/02/2003;;;;F;;SOMME;
1716801;Musée Régional de Fouras;2009;POITOU-CHARENTES;FOURAS;01/02/2003;6155;11654;17809;;;CHARENTE-MARITIME;
1730003;Musée des Beaux-Arts;2009;POITOU-CHARENTES;LA ROCHELLE;26/05/2002;1749;7564;9313;;;CHARENTE-MARITIME;
1741502;Musée du Présidial;2009;POITOU-CHARENTES;SAINTES;01/02/2003;801;2151;2952;;;CHARENTE-MARITIME;
7919102;Musée d'Histoire Naturelle;2009;POITOU-CHARENTES;NIORT;01/02/2003;;;;F;;DEUX-SEVRES;
8619401;Musée Rupert de Chièvres;2009;POITOU-CHARENTES;POITIERS;06/01/2002;;;;F;;VIENNE;
8619404;Musée du baptistère Saint-Jean;2009;POITOU-CHARENTES;POITIERS;01/02/2003;12419;1159;13578;;;VIENNE;
0411101;Musée de Salagon;2009;PROVENCE-ALPES-CÔTE D'AZUR;MANE;01/02/2003;27019;5968;32987;;;ALPES DE HAUTE PROVENCE;
0602901;Musée de la Castre;2009;PROVENCE-ALPES-CÔTE D'AZUR;CANNES;01/02/2003;11536;15313;26849;;;ALPES-MARITIMES;
0608305;Musée des Beaux-Arts;2009;PROVENCE-ALPES-CÔTE D'AZUR;MENTON;01/02/2003;0;13342;13342;;;ALPES-MARITIMES;
0608304;Musée Jean Cocteau Collection Séverin Wunderman;2009;PROVENCE-ALPES-CÔTE D'AZUR;MENTON;01/02/2003;10227;5238;15465;;;ALPES-MARITIMES;
0608303;Musée de Préhistoire Régionale;2009;PROVENCE-ALPES-CÔTE D'AZUR;MENTON;01/02/2003;0;12742;12742;;;ALPES-MARITIMES;
0608806;Muséum d'Histoire Naturelle;2009;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;0;114479;114479;;;ALPES-MARITIMES;
0608811;Musée National Marc Chagall;2009;PROVENCE-ALPES-CÔTE D'AZUR;NICE;06/01/2002;95803;46900;142703;;;ALPES-MARITIMES;
1300107;Muséum d'Histoire Naturelle;2009;PROVENCE-ALPES-CÔTE D'AZUR;AIX-EN-PROVENCE;06/01/2002;11507;27193;38700;;;BOUCHES DU RHONE;
1300103;Musée des Tapisseries;2009;PROVENCE-ALPES-CÔTE D'AZUR;AIX-EN-PROVENCE;01/02/2003;5140;15127;20267;;;BOUCHES DU RHONE;
1300403;Musée Réattu;2009;PROVENCE-ALPES-CÔTE D'AZUR;ARLES;01/02/2003;14604;6109;20713;;;BOUCHES DU RHONE;
1303801;Musée Alphonse Daudet;2009;PROVENCE-ALPES-CÔTE D'AZUR;FONTVIEILLE;01/02/2003;27095;0;27095;;;BOUCHES DU RHONE;
1304701;Musée Archéologique d'Istres René Beaucaire;2009;PROVENCE-ALPES-CÔTE D'AZUR;ISTRES;01/02/2003;0;4830;4830;;;BOUCHES DU RHONE;
1305505;Musée d'Histoire de Marseille;2009;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;01/02/2003;10782;35570;46352;;;BOUCHES DU RHONE;
1305502;Musée du Vieux Marseille;2009;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;01/02/2003;;;;F;;BOUCHES DU RHONE;
1320691;Musée d'Art Contemporain - Galeries Contemporaines;2009;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;01/02/2003;5015;14832;19847;;;BOUCHES DU RHONE;
1320601;Musée Cantini;2009;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;01/02/2003;33914;42384;76298;;;BOUCHES DU RHONE;
1310301;Musée de l'Empéri de Salon et de la Crau;2009;PROVENCE-ALPES-CÔTE D'AZUR;SALON-DE-PROVENCE;01/02/2003;7408;14265;21673;;;BOUCHES DU RHONE;
0506101;Musée Départemental des Hautes-Alpes;2009;PROVENCE-ALPES-CÔTE D'AZUR;GAP;01/02/2003;0;15438;15438;;;HAUTES-ALPES;
8301901;Musée des Arts et d’Histoire;2009;PROVENCE-ALPES-CÔTE D'AZUR;BORMES-LES-MIMOSAS;01/02/2003;0;7974;7974;;;VAR;
8306102;Musée des Troupes de Marine;2009;PROVENCE-ALPES-CÔTE D'AZUR;FREJUS;05/07/2006;0;14271;14271;;;VAR;
8306201;Musée Jean Aicard;2009;PROVENCE-ALPES-CÔTE D'AZUR;LE POUVEREL LA GARDE;01/02/2003;0;1687;1687;;;VAR;
8403105;Musée Sobirats;2009;PROVENCE-ALPES-CÔTE D'AZUR;CARPENTRAS;01/02/2003;237;803;1040;;;VAUCLUSE;
8403501;Synagogue Musée Juif Comtadin;2009;PROVENCE-ALPES-CÔTE D'AZUR;CAVAILLON;01/02/2003;5632;3512;9144;;;VAUCLUSE;
8408701;Musée Municipal;2009;PROVENCE-ALPES-CÔTE D'AZUR;ORANGE;01/02/2003;59963;0;59963;;;VAUCLUSE;
8413801;Musée Départemental du Cartonnage et de l'Imprimerie;2009;PROVENCE-ALPES-CÔTE D'AZUR;VALREAS;01/02/2003;2539;1556;4095;;;VAUCLUSE;
0105302;Musée Départemental des Pays De l'Ain;2009;RHONE-ALPES;BOURG-EN-BRESSE;01/02/2003;;;;NC;;AIN;
0106401;Musée de la Société d'Histoire et d'Archéologie;2009;RHONE-ALPES;BRIORD;01/02/2003;108;53;161;;;AIN;
0716801;Cité de Préhistoire;2009;RHONE-ALPES;ORGNAC-L'AVEN;01/02/2003;110153;6204;116357;;;ARDECHE;
0718601;Musée de la terre ardéchoise;2009;RHONE-ALPES;PRIVAS;01/02/2003;;;;F;;ARDECHE;
2611301;Musée d'Histoire et d'Archéologie;2009;RHONE-ALPES;DIE;01/02/2003;580;2136;2716;;;DRÔME;
2636401;Musée du site Préhistorique;2009;RHONE-ALPES;VASSIEUX-EN-VERCORS;01/02/2003;15824;0;15824;;;DRÔME;
3815101;Musée Géo-Charles;2009;RHONE-ALPES;ECHIROLLES;01/02/2003;0;5384;5384;;;ISERE;
3818501;Musée Archéologique Grenoble Saint-Laurent;2009;RHONE-ALPES;GRENOBLE;01/02/2003;;;;F;;ISERE;
3813001;Musée Hector Berlioz;2009;RHONE-ALPES;LA-COTE-SAINT-ANDRE;01/02/2003;0;22567;22567;;;ISERE;
3854403;Musée des Beaux-Arts et d'Archéologie;2009;RHONE-ALPES;VIENNE;01/02/2003;1342;3477;4819;;;ISERE;
3856201;Musée Départemental de la Révolution Française;2009;RHONE-ALPES;VIZILLE;01/02/2003;11267;47533;58800;;;ISERE;
4217301;Musée du Vieux Pommiers;2009;RHONE-ALPES;POMMIERS-EN-FOREZ;01/02/2003;;;;F;;LOIRE;
4221803;Musée Folklorique du Vieux Saint-Etienne;2009;RHONE-ALPES;SAINT-ETIENNE;01/02/2003;561;1327;1888;;;LOIRE;
4221901;Château de la Bastie d'Urfé;2009;RHONE-ALPES;SAINT-ETIENNE-LE-MOLARD;01/02/2003;16289;11087;27376;;;LOIRE;
6912304;Musée de l'Imprimerie et de la Communication Graphique;2009;RHONE-ALPES;LYON;10/05/2005;13129;8581;21710;;;RHÔNE;
7300802;Musée Archéologique;2009;RHONE-ALPES;AIX-LES-BAINS;01/02/2003;;;;F;;SAVOIE;
7306502;Musée Savoisien;2009;RHONE-ALPES;CHAMBERY;06/01/2002;4074;11749;15823;;;SAVOIE;
7306501;Musée des Beaux-Arts;2009;RHONE-ALPES;CHAMBERY;06/01/2002;;;;F;;SAVOIE;
6732401;Maison de l'Archéologie des Vosges du Nord;2010;ALSACE;NIEDERBRONN-LES-BAINS;01/02/2003;2876;3797;6673;;;BAS-RHIN;
6738801;Musée du Fer;2010;ALSACE;REICHSHOFFEN;01/02/2003;733;579;1312;;;BAS-RHIN;
6748207;Musée Historique;2010;ALSACE;STRASBOURG;01/02/2003;10879;27764;38643;;;BAS-RHIN;
6748204;Musée des Arts Décoratifs;2010;ALSACE;STRASBOURG;01/02/2003;8783;36528;45311;;;BAS-RHIN;
6753801;Musée Lalique;2010;ALSACE;WINGEN-SUR-MODER;15/03/2007;;;;F;;BAS-RHIN;
6803601;Musée Gallo-Romain;2010;ALSACE;BIESHEIM;01/02/2003;758;1964;2722;;;HAUT-RHIN;
6806601;Musée d'Unterlinden;2010;ALSACE;COLMAR;01/02/2003;154400;28600;183000;;;HAUT-RHIN;
6816201;Musée d'Histoire Local;2010;ALSACE;KAYSERSBERG;01/02/2003;347;780;1127;;;HAUT-RHIN;
6824801;Maison du Sundgau - Musée Paysan;2010;ALSACE;OLTINGUE;01/02/2003;1608;241;1849;;;HAUT-RHIN;
2431101;Musée Départemental de la Poupée et du Jouet;2010;AQUITAINE;NONTRON;01/02/2003;;;;F;;DORDOGNE;
2458401;Musée d'Art et Traditions Populaires;2010;AQUITAINE;VILLEFRANCHE-DE-LONCHAT;01/02/2003;0;1100;1100;;;DORDOGNE;
3306306;Musée des Arts Décoratifs;2010;AQUITAINE;BORDEAUX;01/02/2003;2733;34499;37232;;;GIRONDE;
3324301;Musée des Beaux-Arts et d'Archéologie;2010;AQUITAINE;LIBOURNE;01/02/2003;0;5058;5058;;;GIRONDE;
4016701;Atelier-Musée  (Ecomusée de la Grande Landes);2010;AQUITAINE;LUXEY;01/02/2003;926;0;926;;;LANDES;
4019401;Musée de la Chalosse;2010;AQUITAINE;MONTFORT-EN-CHALOSSE;01/02/2003;8541;2344;10885;;;LANDES;
6410201;Musée Basque et de l'Histoire de Bayonne;2010;AQUITAINE;BAYONNE;01/02/2003;19902;12615;32517;;;PYRÉNÉES ATLANTIQUES;
6444504;Musée Béarnais;2010;AQUITAINE;PAU;01/02/2003;;;;F;;PYRÉNÉES ATLANTIQUES;
0304801;Musée Charles-Louis Philippe;2010;AUVERGNE;CERILLY;01/02/2003;235;85;320;;;ALLIER;
6301001;Musée de la Dentelle;2010;AUVERGNE;ARLANC;01/02/2003;1145;31;1176;;;PUY DE DÔME;
6311305;Musée d'Art Roger-Quillot;2010;AUVERGNE;CLERMONT-FERRAND;01/02/2003;6480;23296;29776;;;PUY DE DÔME;
6319501;Musée Départemental de la Céramique Gallo-Romaine;2010;AUVERGNE;LEZOUX;01/02/2003;9051;4949;14000;;;PUY DE DÔME;
6321101;Musée des Pénitents Blancs;2010;AUVERGNE;MARSAC-EN-LIVRADOIS;01/02/2003;304;13;317;;;PUY DE DÔME;
6322301;Musée Paléontologique;2010;AUVERGNE;MENAT;01/02/2003;588;86;674;;;PUY DE DÔME;
6330003;Musée Régional d'Auvergne;2010;AUVERGNE;RIOM;01/02/2003;771;2142;2913;;;PUY DE DÔME;
6347001;Musée Municipal Marcel Sahut;2010;AUVERGNE;VOLVIC;01/02/2003;;;;F;;PUY DE DÔME;
2111401;Musée de la Sidérurgie Grande Forge;2010;BOURGOGNE;BUFFON;01/02/2003;;;;F;;CÔTE D’OR;
2123106;Musée de la Vie Bourguignonne, Perrin de Puycousin;2010;BOURGOGNE;DIJON;01/02/2003;0;36278;36278;;;CÔTE D’OR;
2142501;Musée Buffon;2010;BOURGOGNE;MONTBARD;01/02/2003;0;11809;11809;;;CÔTE D’OR;
5806201;Musée du Septennat;2010;BOURGOGNE;CHATEAU-CHINON;01/02/2003;11939;3459;15398;;;NIÈVRE;
5815101;Musée de la Mine;2010;BOURGOGNE;LA MACHINE;01/02/2003;5947;1044;6991;;;NIÈVRE;
7101401;Musée Verger Tarin;2010;BOURGOGNE;AUTUN;01/02/2003;;;;F;;SAONE ET LOIRE;
7104701;Musée Saint-Nazaire;2010;BOURGOGNE;BOURBON-LANCY;01/02/2003;146;2409;2555;;;SAONE ET LOIRE;
7127001;Musée des Ursulines;2010;BOURGOGNE;MACON;01/02/2003;2118;17701;19819;;;SAONE ET LOIRE;
7127002;Musée Lamartine;2010;BOURGOGNE;MACON;01/02/2003;1393;3660;5053;;;SAONE ET LOIRE;
7127501;Musée de la Tour du Moulin;2010;BOURGOGNE;MARCIGNY;01/02/2003;1600;606;2206;;;SAONE ET LOIRE;
7156601;Maison du Blé et du Pain;2010;BOURGOGNE;VERDUN-SUR-LE-DOUBS;01/02/2003;3841;1883;5724;;;SAONE ET LOIRE;
8936801;Musée Colette;2010;BOURGOGNE;SAINT-SAUVEUR-EN-PUISAYE;01/02/2003;8180;1373;9553;;;YONNE;
8946401;Musée Villeneuvien;2010;BOURGOGNE;VILLENEUVE-SUR-YONNE;01/02/2003;0;2005;2005;;;YONNE;
2209301;Musée Mathurin Meheut;2010;BRETAGNE;LAMBALLE;02/05/2002;5132;1208;6340;;;COTES D'ARMOR;
2901901;Musée des Beaux-Arts de Brest;2010;BRETAGNE;BREST;01/02/2003;3615;18767;22382;;;FINISTERE;
2903801;Ecomusée des Monts d'Arrée - Moulins de Kerouat;2010;BRETAGNE;COMMANA;01/02/2003;9395;2199;11594;;;FINISTERE;
2904601;Le Port-Musée;2010;BRETAGNE;DOUARNENEZ;01/02/2003;29505;39364;68869;;;FINISTERE;
2923201;Musée des Beaux-Arts;2010;BRETAGNE;QUIMPER;01/02/2003;28718;28456;57174;;;FINISTERE;
3518801;Ecomusée du Pays de Montfort;2010;BRETAGNE;MONTFORT-SUR-MEU;01/02/2003;3551;1451;5002;;;ILE ET VILAINE;
3523802;Musée des Beaux-Arts;2010;BRETAGNE;RENNES;06/01/2002;22031;45479;67510;;;ILE ET VILAINE;
3528802;Musée d'Histoire de la Ville de Saint-Malo;2010;BRETAGNE;SAINT-MALO;01/02/2003;18992;8287;27279;;;ILE ET VILAINE;
3536001;Musée Saint-Nicolas;2010;BRETAGNE;VITRE;01/02/2003;183;1621;1804;;;ILE ET VILAINE;
3536002;Musée du Château de Vitré;2010;BRETAGNE;VITRE;01/02/2003;14014;6978;20992;;;ILE ET VILAINE;
2808502;Muséum des Sciences Naturelles et de Préhistoire;2010;CENTRE;CHARTRES;01/02/2003;3030;16404;19434;;;EURE ET LOIR;
2813401;Musée d'Art et d'Histoire de Dreux;2010;CENTRE;DREUX;01/02/2003;2913;4413;7326;;;EURE ET LOIR;
2836301;Musée Farcot;2010;CENTRE;SAINVILLE;01/02/2003;;;;F;;EURE ET LOIR;
3604401;Musées de Châteauroux - Hôtel Bertrand;2010;CENTRE;CHATEAUROUX;01/02/2003;0;20853;20853;;;INDRE;
3700301;Musée de l'Hôtel des Communes;2010;CENTRE;AMBOISE;01/02/2003;0;6220;6220;;;INDRE ET LOIRE;
3720501;Musée Balzac;2010;CENTRE;SACHE;30/04/2002;15645;8511;24156;;;INDRE ET LOIRE;
3726105;Musée du Compagnonnage;2010;CENTRE;TOURS;01/02/2003;29667;16002;45669;;;INDRE ET LOIRE;
4101801;Château Musées de Blois;2010;CENTRE;BLOIS;01/02/2003;230823;31478;262301;;;LOIR ET CHER;
4119401;Musée de Sologne;2010;CENTRE;ROMORANTIN-LANTHENAY;01/02/2003;7561;9250;16811;;;LOIR ET CHER;
4508501;Musée d'Art et d'Archéologie;2010;CENTRE;CHATILLON-COLIGNY;01/02/2003;306;144;450;;;LOIRET;
4520802;Musée Girodet;2010;CENTRE;MONTARGIS;27/12/2002;1508;2210;3718;;;LOIRET;
0810503;Musée de l'Ardenne;2010;CHAMPAGNE-ARDENNES;CHARLEVILLE-MEZIERES;01/02/2003;5308;28317;33625;;;ARDENNES;
0819001;Musée de Givet;2010;CHAMPAGNE-ARDENNES;GIVET;01/02/2003;;;;F;;ARDENNES;
1003301;Musée Municipal;2010;CHAMPAGNE-ARDENNES;BAR-SUR-AUBE;01/02/2003;;;;F;;AUBE;
5206001;Musée Municipal;2010;CHAMPAGNE-ARDENNES;BOURBONNE-LES-BAINS;01/02/2003;0;2129;2129;;;HAUTE-MARNE;
5212101;Musée des Beaux-Arts et d'Archéologie;2010;CHAMPAGNE-ARDENNES;CHAUMONT;01/02/2003;1291;1431;2722;;;HAUTE-MARNE;
5244801;Musée Municipal;2010;CHAMPAGNE-ARDENNES;SAINT-DIZIER;01/02/2003;;;;F;;HAUTE-MARNE;
5110801;Musée Municipal;2010;CHAMPAGNE-ARDENNES;CHALONS-EN-CHAMPAGNE;01/02/2003;2047;19498;21545;;;MARNE;
5144501;Ecomusée de la Montagne de Reims;2010;CHAMPAGNE-ARDENNES;POURCY;01/02/2003;;;;F;;MARNE;
5145407;Musée de l'Ancien Collège des Jésuites/Planétarium;2010;CHAMPAGNE-ARDENNES;REIMS;01/02/2003;2874;29098;31972;;;MARNE;
2B16901;Musée Départemental Pascal Paoli;2010;CORSE;MOROSAGLIA;01/02/2003;4990;510;5500;;;HAUTE-CORSE;
2505605;Musée de la résistance et de la Déportation;2010;FRANCHE-COMTE;BESANCON;01/02/2003;55574;0;55574;;;DOUBS;
2505602;Musée du Temps;2010;FRANCHE-COMTE;BESANCON;01/02/2003;5742;26872;32614;;;DOUBS;
2538801;Musée Beurnier-Rossel;2010;FRANCHE-COMTE;MONTBELIARD;01/02/2003;557;2671;3228;;;DOUBS;
2538802;Musée du Château des Ducs de Wurtemberg;2010;FRANCHE-COMTE;MONTBELIARD;01/02/2003;5369;13931;19300;;;DOUBS;
2546201;Musée de Pontarlier;2010;FRANCHE-COMTE;PONTARLIER;01/02/2003;1446;8171;9617;;;DOUBS;
7013901;Musée Départemental de la Montagne Albert Demard;2010;FRANCHE-COMTE;LE HAUT-DU-THEM;01/02/2003;3748;2879;6627;;;HAUTE-SAONE;
7031101;Musée de la Tour des Echevins;2010;FRANCHE-COMTE;LUXEUIL-LES-BAINS;01/02/2003;2193;5200;7393;;;HAUTE-SAONE;
3901302;Musée de la Vigne et du Vin;2010;FRANCHE-COMTE;ARBOIS;01/02/2003;3969;1578;5547;;;JURA;
3919801;Musée des Beaux-Arts;2010;FRANCHE-COMTE;DOLE;01/02/2003;0;16255;16255;;;JURA;
3930001;Musée d'Archéologie;2010;FRANCHE-COMTE;LONS-LE-SAUNIER;01/02/2003;;;;F;;JURA;
3930002;Musée des Beaux-Arts;2010;FRANCHE-COMTE;LONS-LE-SAUNIER;01/02/2003;879;5149;6028;;;JURA;
3947801;Musée de l'Abbaye/Donations Guy Bardone - René Genis;2010;FRANCHE-COMTE;SAINT-CLAUDE;01/02/2003;4927;6312;11239;;;JURA;
9000901;Musée Frédéric Japy;2010;FRANCHE-COMTE;BEAUCOURT;01/02/2003;1731;1352;3083;;;TERRITOIRE DE BELFORT;
9001001;Musée d'Art et d'Histoire;2010;FRANCHE-COMTE;BELFORT;01/02/2003;18615;0;18615;;;TERRITOIRE DE BELFORT;
9730101;Ecomusée Municipal d'Approuague-Kaw;2010;GUYANE;REGINA;01/02/2003;2414;3380;5794;;;GUYANE;
9109701;Musée Dunoyer de Segonzac;2010;ILE-DE-FRANCE;BOUSSY-SAINT-ANTOINE;01/02/2003;;;;NC;;ESSONNE;
9201201;Musée des Années Trente;2010;ILE-DE-FRANCE;BOULOGNE-BILLANCOURT;01/02/2003;41396;20558;61954;;;HAUTS DE SEINE;
9201204;Musée Belmondo et de la Sculpture Figurative du XXè siècle;2010;ILE-DE-FRANCE;BOULOGNE-BILLANCOURT;13/03/2007;6263;2668;8931;;;HAUTS DE SEINE;
9207301;Musée René Sordes;2010;ILE-DE-FRANCE;SURESNES;01/02/2003;;;;F;;HAUTS DE SEINE;
7510512;Galerie d’entomologie (Muséum national d'histoire naturelle);2010;ILE-DE-FRANCE;PARIS;06/01/2002;;;;F;;PARIS;
7510507;Galerie de Botanique (Muséum National National d'Histoire Naturelle);2010;ILE-DE-FRANCE;PARIS;06/01/2002;;;;F;;PARIS;
7511601;Musée d'Ennery;2010;ILE-DE-FRANCE;PARIS;06/01/2002;;;;F;;PARIS;
7510701;Musée de l'Armée;2010;ILE-DE-FRANCE;PARIS;06/01/2002;916877;510548;1427425;;;PARIS;
7511502;Musée Bourdelle;2010;ILE-DE-FRANCE;PARIS;08/07/2004;31888;30323;62211;;;PARIS;
7511603;Etablissement Public du Musée des Arts Asiatiques Guimet;2010;ILE-DE-FRANCE;PARIS;06/01/2002;111999;112179;224178;;;PARIS;
7511607;Musée Bouchard;2010;ILE-DE-FRANCE;PARIS;01/02/2003;;;;F;;PARIS;
7713101;Musée Municipal des Capucins;2010;ILE-DE-FRANCE;COULOMMIERS;01/02/2003;1448;1672;3120;;;SEINE ET MARNE;
7714201;Musée Municipal;2010;ILE-DE-FRANCE;CRECY-LA-CHAPELLE;01/02/2003;;;;F;;SEINE ET MARNE;
7728401;Musée Bossuet;2010;ILE-DE-FRANCE;MEAUX;01/02/2003;8023;5219;13242;;;SEINE ET MARNE;
